Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
"Khairiyat (From ""Chhichhore"")",A Musical Tribute To Sushant Singh Rajput,Various Artists,2020-06-16,280281,1,0.6970000000000001,0.534,0.48100000000000004,0.0,0.142,-9.016,0.0412,124.914,4
Ola La,Ola La,Kate Linn,2016-07-21,200957,2,0.245,0.662,0.8059999999999999,0.14800000000000002,0.354,-2.964,0.0422,92.022,4
Marriage,Marriage,Soner Karaca,2020-06-12,231258,2,0.0426,0.768,0.62,0.79,0.11800000000000001,-9.777999999999999,0.068,105.005,4
"Alone, Pt. II","Alone, Pt. II",Color Music Choir,2020-11-06,184431,1,0.419,0.5820000000000001,0.659,0.0,0.33,-4.828,0.107,175.782,4
"Wat Wat Wat (From ""Tamasha"")",Best Of Arijit Singh,Various Artists,2016-12-22,298492,1,0.0382,0.763,0.88,2.3e-05,0.18600000000000003,-6.977,0.18600000000000003,150.041,4
New Americana,BADLANDS,Halsey,2015-08-28,183808,4,0.0113,0.33899999999999997,0.7070000000000001,0.0,0.337,-5.121,0.0428,173.993,4
Calabria 2007 (feat. Natasja) - Radio Edit,Calabria 2007 (feat. Natasja),Enur,2007,233480,3,0.00758,0.888,0.556,0.0584,0.0553,-8.38,0.18600000000000003,126.008,4
Sun Fer,Sun Fer,Khan Bhaini,2020-11-26,192289,3,0.0857,0.76,0.64,0.0,0.0803,-5.1080000000000005,0.19,165.94,4
Everytime Tha Beat Drop (feat. Dem Franchize Boyz),The Makings Of Me,Monica,2006-01-11,223293,3,0.0522,0.762,0.644,0.0,0.0821,-6.715,0.223,81.99,4
Woh Chaand Kahan Se Laogi,Woh Chaand Kahan Se Laogi,Vishal Mishra,2020-11-26,280690,3,0.823,0.473,0.349,0.0,0.102,-8.44,0.0381,143.374,4
"Kannala Kannala (From ""Thani Oruvan"") - The Melting Point of Love",Best of Bollywood & Tamil,Various Artists,2016-12-09,215456,1,0.21600000000000003,0.593,0.7759999999999999,2.94e-05,0.32899999999999996,-4.343,0.0325,81.992,4
Indian Summer,Indian Summer,Jai Wolf,2015-06-09,248470,3,0.0246,0.507,0.8240000000000001,0.0451,0.0848,-2.501,0.0526,84.992,4
Ride It (Kya Yehi Pyar Hai) - Live,Ride It (Kya Yehi Pyar Hai) [Live],Jay Sean,2021-01-29,123164,1,0.934,0.28800000000000003,0.474,0.0,0.223,-3.8930000000000002,0.0375,179.08900000000003,4
Libaas,Libaas,Kaka,2020-11-19,267029,4,0.5429999999999999,0.794,0.753,0.0,0.12,-3.112,0.0609,159.965,4
Asi Vaddange,Asi Vaddange,Himmat Sandhu,2020-09-26,163902,2,0.335,0.606,0.823,0.0,0.14800000000000002,-2.821,0.35,87.54299999999999,4
Later Bitches,Later Bitches,The Prince Karma,2018-05-25,247976,3,0.000573,0.769,0.518,0.10800000000000001,0.342,-6.563,0.102,121.116,4
Цунами,Цунами,escape,2020-02-05,162785,2,0.182,0.529,0.687,5.11e-06,0.152,-4.525,0.0348,134.94799999999998,4
BIG B Reloaded,BIG B Reloaded,DJ Agnivesh,2020-05-30,109843,1,0.0042,0.858,0.54,0.00207,0.0863,-7.154,0.109,128.00799999999998,4
Fallin for You,Fallin for You,Shrey Singhal,2019-03-27,195338,3,0.21100000000000002,0.625,0.835,0.00019099999999999998,0.0897,-3.32,0.325,183.826,4
Chromatica II,Chromatica,Lady Gaga,2020-05-29,41866,3,0.473,0.184,0.297,0.893,0.527,-14.534,0.0359,75.824,5
Magic in the Air (feat. Ahmed Chawki),Africainement vôtre,Magic System,2014-05-16,233693,4,0.091,0.621,0.907,0.0,0.067,-3.923,0.0474,128.056,4
Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-02,193613,5,0.15,0.703,0.868,0.132,0.10400000000000001,-4.6610000000000005,0.0291,121.03,4
Papa Hai - Deluxe Edition,Papa Hai (Deluxe Edition),Saemy,2021-01-08,201528,2,0.168,0.905,0.433,1.16e-06,0.32,-11.725,0.318,120.01899999999999,4
Khaab,Khaab,Akhil,2016-01-09,201689,4,0.41700000000000004,0.662,0.6609999999999999,0.0,0.0784,-5.689,0.0514,80.009,4
teeji seat,teeji seat,kaka,2021-01-30,141551,2,0.0445,0.79,0.662,0.0,0.113,-8.972000000000001,0.10099999999999999,80.997,4
The Rap,The Rap,Lucius Pacifico,2018-07-13,165224,1,0.44,0.65,0.5710000000000001,0.0,0.23,-11.773,0.442,140.161,4
Volar (feat. Susan Diaz & Victor Cardenas),Volar (feat. Susan Diaz & Victor Cardenas),Lele Pons,2020-03-12,182214,3,0.0377,0.8,0.726,0.0167,0.146,-7.896,0.0511,128.084,4
Chal Mere Bhai,The Roach Collection,DJ HMD,2014-04-19,366500,1,0.0481,0.606,0.902,0.000794,0.0545,-3.2969999999999997,0.245,170.424,4
ilomilo,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,156370,5,0.7240000000000001,0.855,0.423,0.469,0.0896,-15.044,0.0585,120.02,4
Take It Off,Animal (Expanded Edition),Kesha,2010-01-01,215200,4,4.14e-05,0.7290000000000001,0.675,0.00126,0.0867,-5.292000000000001,0.0286,125.036,4
Carol of the Bells,Christmas Magic,Cimorelli,2016-10-19,87549,1,0.9229999999999999,0.534,0.294,0.0,0.0886,-10.236,0.0957,173.083,3
Kinna Sona,Bhaag Johnny,Various Artists,2015-08-24,303755,4,0.608,0.716,0.626,8.26e-06,0.191,-5.274,0.0347,120.021,4
Athmavile Anandhame,Neeyen Kithab,Sajeer Koppam,2020-11-01,323317,2,0.174,0.62,0.611,1.4400000000000001e-05,0.11699999999999999,-7.862,0.0334,115.98899999999999,4
Area De Jatt,Area De Jatt,Darsh Dhaliwal,2020-12-30,252954,2,0.0247,0.705,0.779,0.0,0.353,-4.897,0.271,87.72,4
Fight Back,Fight Back: The Collection,NEFFEX,2018-11-30,200571,5,0.094,0.716,0.946,6.63e-05,0.0825,-3.412,0.261,139.94299999999998,4
Wish,Wish,Diler Kharkiya,2020-11-20,210000,2,0.157,0.773,0.813,0.0,0.0836,-5.803999999999999,0.0955,96.015,4
Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,5,0.063,0.884,0.765,7.04e-06,0.11800000000000001,-3.865,0.0882,99.98700000000001,4
Temperature,The Trinity,Sean Paul,2005-09-26,218573,5,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,125.04,4
See Me Fall - Y2K Remix,Momentum,Ro Ransom,2017-10-27,201508,4,0.301,0.625,0.8290000000000001,0.0,0.107,-5.221,0.0976,109.976,4
guiltyt by karan aujla,guiltyt by karan aujla,vishav sohi,2021-01-10,178365,1,0.069,0.792,0.7240000000000001,0.0,0.122,-7.162000000000001,0.122,99.963,4
3:59 AM,Punya Paap,DIVINE,2020-12-03,272197,4,0.177,0.669,0.588,0.0,0.179,-6.902,0.33899999999999997,97.02600000000001,4
Dil Na Jaaneya Remix by DJ Chetas & DJ Lijo,Dil Na Jaaneya Remix by DJ Chetas & DJ Lijo,Various Artists,2020-06-29,214766,2,0.0929,0.595,0.6509999999999999,4.27e-06,0.102,-6.832000000000001,0.0434,125.999,4
Сомбреро,Сомбреро,Gidayyat,2019-09-14,195161,2,0.259,0.755,0.755,0.198,0.0973,-4.485,0.191,106.92299999999999,4
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,2020-07-24,225319,3,0.34,0.7290000000000001,0.902,0.0,0.6890000000000001,-0.775,0.19699999999999998,187.862,4
Temporary Pyar,Temporary Pyar,Kaka,2020-12-12,259065,2,0.473,0.7609999999999999,0.619,0.0,0.358,-5.757999999999999,0.43700000000000006,79.939,4
Michael Rapson,Last Minute 2,Zeuz,2017-11-24,145110,1,0.0226,0.767,0.501,0.0,0.061,-9.454,0.301,138.945,4
Disfruto - Audioiko Remix,Disfruto (Audioiko Remix),Carla Morrison,2020-04-10,198335,4,0.0694,0.878,0.6970000000000001,0.0039299999999999995,0.139,-5.379,0.075,114.027,4
Mama Cry,I AM YOU,YNW Melly,2018-08-03,231297,5,0.0739,0.5429999999999999,0.49200000000000005,0.0,0.11,-7.432,0.156,220.09900000000002,4
All Time Low,The Human Condition,Jon Bellion,2016-06-10,217603,4,0.0584,0.617,0.5670000000000001,0.0,0.0933,-4.188,0.0828,90.24600000000001,4
Ek Tarfa,Ek Tarfa,Darshan Raval,2020-07-16,234374,4,0.547,0.48,0.615,0.0,0.139,-6.006,0.0328,79.94800000000001,4
Your Love - Radio Edit,Your Love,Kate Linn,2017-10-13,190668,2,0.32299999999999995,0.8059999999999999,0.54,0.0206,0.083,-6.5,0.0488,114.038,4
Mal Hbibi Malou,Saad Lamjarred,Saad Lamjarred,2020-05-04,191624,2,0.033,0.653,0.875,0.0,0.22899999999999998,-4.104,0.19899999999999998,109.735,4
Lut Gaye,Lut Gaye,Jubin Nautiyal,2021-02-17,228031,5,0.185,0.638,0.785,0.0,0.245,-2.612,0.044000000000000004,91.101,4
İzmir Marşı,İzmir Marşı,CVRTOON,2019-06-17,259004,2,0.00141,0.493,0.608,0.937,0.0668,-9.437000000000001,0.0318,134.967,4
Standing by You,Standing by You,Nish,2019-11-18,165194,3,0.506,0.475,0.5770000000000001,0.0,0.177,-7.242999999999999,0.0658,77.74,4
Mast Magan,2 States,Shankar-Ehsaan-Loy,2014-03-14,280161,3,0.606,0.659,0.774,0.000333,0.185,-7.013999999999999,0.0372,82.995,4
Toca Toca - Radio Edit,Super Estate Latina 2014,Various Artists,2014-07-28,165355,2,0.0181,0.903,0.643,2.8000000000000003e-05,0.0339,-3.491,0.0884,125.984,4
AWAKE,AWAKE,Elee Bermudez,2019-11-14,157493,2,0.0733,0.8170000000000001,0.732,0.877,0.489,-4.235,0.133,128.02,4
Gandagana (Deluxe Edition),Gandagana (Deluxe Edition),Georgian People,2021-02-22,248000,1,0.415,0.461,0.7170000000000001,0.0,0.217,-7.504,0.0627,132.136,4
Chamqila Drip,Chamqila Drip,JayB Singh,2021-01-08,134234,2,0.0013599999999999999,0.73,0.655,0.000348,0.348,-7.417999999999999,0.193,93.057,4
Touch It,The Big Bang,Busta Rhymes,2006-01-01,214960,2,0.0043,0.6579999999999999,0.551,0.00010800000000000001,0.19699999999999998,-6.62,0.37,138.335,5
Uyirin Uyire - Unplugged,Uyirin Uyire (Unplugged),Nithin Vikash,2020-08-19,117761,2,0.917,0.64,0.28,0.0,0.105,-9.141,0.0287,134.056,4
Secret (Pretty Little Liars: The Perfectionists Theme),Secret (Pretty Little Liars: The Perfectionists Theme),Denmark + Winter,2019-03-22,207840,2,0.382,0.387,0.493,0.0,0.11900000000000001,-5.278,0.0311,121.544,3
Touch of Revolution,Touch of Revolution,Sptlss,2012-12-14,181933,1,0.0151,0.5429999999999999,0.8220000000000001,1.13e-05,0.348,-5.608,0.305,137.483,4
Sira E Hou,Sira E Hou,Amrit Maan,2021-02-19,200769,2,0.331,0.747,0.5489999999999999,0.0,0.121,-5.1370000000000005,0.203,77.937,4
Tum Ho Vighnav Vinashaka,Shri Sathya Sai Baba - Rare and Exclusive,Various Artists,2012-11-22,290667,1,0.628,0.405,0.49,0.0,0.23199999999999998,-7.6610000000000005,0.0506,87.51899999999999,4
Mazaa,Mazaa,B Praak,2021-02-23,263666,2,0.231,0.38,0.629,0.0,0.0761,-3.673,0.0374,69.887,4
Be My Love,Be My Love,Starla Edney,2016-04-26,185353,1,0.51,0.677,0.8220000000000001,0.0119,0.0716,-3.659,0.0328,92.02600000000001,4
Pawri Hori Hai!,Pawri Hori Hai!,Yashraj Mukhate,2021-02-24,43043,1,0.162,0.768,0.49700000000000005,0.00028700000000000004,0.198,-7.245,0.0829,184.076,4
Wannabe,Wannabe,why mona,2019-04-01,217411,3,0.192,0.578,0.7240000000000001,2.3800000000000003e-05,0.235,-7.02,0.0865,169.827,4
Beat It,Beat It,Pateezy,2021-02-11,210465,1,0.006640000000000001,0.8270000000000001,0.5710000000000001,0.0,0.19699999999999998,-8.75,0.4,178.574,4
Walls Could Talk,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,101789,5,0.128,0.626,0.423,0.0,0.18,-6.035,0.0513,95.162,4
Miss You Enna Sara 2,Miss You Enna Sara 2,Navjeet,2020-12-23,172495,2,0.379,0.732,0.62,0.0,0.136,-4.649,0.0443,94.994,4
Mmmh,KAI - The 1st Mini Album,KAI,2020-11-30,192346,5,0.20199999999999999,0.659,0.718,1.01e-06,0.2,-5.607,0.0507,136.96,4
Ghazali,Ghazali,Saad Lamjarred,2018-01-01,214272,2,0.0161,0.36700000000000005,0.765,0.000213,0.0671,-5.9079999999999995,0.134,194.955,3
So High,So High,Aditya Jhorar,2021-02-08,61493,1,0.159,0.5429999999999999,0.504,0.9390000000000001,0.10300000000000001,-11.539000000000001,0.0884,180.033,4
Kummati,Kummati,6091,2020-11-20,213333,1,0.674,0.578,0.45899999999999996,0.349,0.377,-11.68,0.0863,152.94,4
Kabza,Saaun Di Jhadi,Babbu Maan,2001-02-24,300586,2,0.157,0.66,0.893,2.13e-06,0.11599999999999999,-11.187999999999999,0.10300000000000001,159.953,4
Carol Of The Bells,Warmer In The Winter (Deluxe Edition),Lindsey Stirling,2018-10-19,166093,3,0.0274,0.22699999999999998,0.66,0.000538,0.0787,-5.992999999999999,0.0759,167.956,3
At My Worst,The Prelude,Pink Sweat$,2020-07-17,170344,5,0.777,0.813,0.415,0.0,0.131,-5.926,0.0349,91.921,4
Hiya Hiya,C'est La Vie,Khaled,2012-05-17,200830,2,0.06,0.667,0.89,0.0,0.374,-4.99,0.0343,103.02,4
"Honey, I'm Good.",Magazines Or Novels,Andy Grammer,2014-08-05,199263,4,0.0324,0.752,0.775,0.0,0.35100000000000003,-7.289,0.0546,122.014,4
Rabba Mehar Kari,Rabba Mehar Kari,Darshan Raval,2021-02-18,208874,4,0.47,0.475,0.636,0.0,0.11599999999999999,-5.292999999999999,0.0389,80.171,4
At My Worst (feat. Kehlani),At My Worst (feat. Kehlani),Pink Sweat$,2021-01-27,169127,4,0.73,0.731,0.484,3.01e-06,0.326,-5.579,0.0354,92.04299999999999,4
Aaj Bhi,Aaj Bhi,Vishal Mishra,2020-04-09,241206,3,0.8859999999999999,0.581,0.304,2.58e-05,0.10300000000000001,-9.707,0.0273,109.036,4
Whatcha Say,Jason Derulo,Jason Derulo,2010-02-24,221253,4,0.0444,0.615,0.711,0.0,0.145,-5.507000000000001,0.0779,144.036,4
Mexico,Mexico,Karan Aujla,2021-01-11,204251,3,0.21100000000000002,0.9209999999999999,0.5379999999999999,0.0,0.16699999999999998,-11.958,0.0802,114.023,4
Lost Love,Lost Love,Prem Dhillon,2021-02-10,226785,3,0.223,0.637,0.6829999999999999,0.0,0.193,-6.1579999999999995,0.14400000000000002,167.863,4
"How can I love the heartbreak, you're the one I love",SAILING,AKMU,2019-09-25,290095,4,0.91,0.52,0.248,1.36e-06,0.11800000000000001,-8.675,0.0355,129.214,4
A thought on an autumn night,JANNABI's Small Pieces l,JANNABI,2020-11-06,187000,2,0.9009999999999999,0.5379999999999999,0.297,0.0008179999999999999,0.10099999999999999,-9.002,0.0266,74.027,3
The Wanderer 기다리지 말아요 (Monthly Project 2019 December Yoon Jong Shin),The Wanderer 기다리지 말아요 (Monthly Project 2019 December Yoon Jong Shin),Yoon Jong Shin,2019-12-16,322248,1,0.7759999999999999,0.35100000000000003,0.358,0.0,0.135,-6.662000000000001,0.0312,105.98200000000001,5
When We Disco (Duet with SUNMI),When We Disco,J.Y. Park,2020-08-12,224387,3,0.00283,0.6779999999999999,0.912,0.0,0.319,-3.45,0.0293,131.947,4
Slightly Tipsy (She is My Type♡ X SANDEUL),Slightly Tipsy (She is My Type♡ X SANDEUL),Sandeul,2020-07-20,227986,2,0.769,0.6970000000000001,0.447,0.0,0.115,-6.5520000000000005,0.0264,93.931,4
MAGO,回:Walpurgis Night,GFRIEND,2020-11-09,199133,4,0.00548,0.621,0.821,0.0005780000000000001,0.142,-3.662,0.0364,120.06200000000001,4
Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,194765,5,0.0055899999999999995,0.654,0.7070000000000001,0.0,0.0873,-5.6610000000000005,0.0664,127.97,4
Heybb!,Heybb!,binki,2019-10-17,148607,3,0.0174,0.654,0.972,0.0,0.402,-2.872,0.10300000000000001,117.009,4
I CAN'T STOP ME,Eyes Wide Open,TWICE,2020-10-26,205493,5,0.121,0.657,0.88,0.0,0.46299999999999997,-3.6719999999999997,0.102,150.084,4
HOLO,HOLO,LeeHi,2020-07-23,178520,4,0.768,0.406,0.474,0.0,0.106,-6.349,0.0295,179.91400000000002,3
Dingga,Dingga,MAMAMOO,2020-10-20,179080,4,0.0549,0.772,0.925,0.0,0.201,-2.7880000000000003,0.10800000000000001,119.963,4
Recitation of the Classics (1) - Live,Butterfly Lovers: The Musical,Various Artists,2009-01-01,118120,1,0.317,0.182,0.376,8.7e-06,0.19399999999999998,-9.754,0.0322,159.44299999999998,4
Start Over,ITAEWON CLASS (Original Television Soundtrack),Various Artists,2020-03-20,202440,4,0.172,0.591,0.818,0.0,0.126,-3.532,0.073,108.10700000000001,4
I Knew I Love,"HOSPITAL PLAYLIST (Original Television Soundtrack), Pt. 11",OOHYO,2020-05-22,261506,2,0.213,0.513,0.696,0.0,0.0783,-3.639,0.0366,135.999,4
I Need You,I Need You,OVAN,2020-03-06,230769,2,0.48,0.653,0.7609999999999999,0.0,0.294,-5.2829999999999995,0.165,142.89,4
Future,START-UP (Original Television Soundtrack) Pt. 1,Red Velvet,2020-10-17,215880,4,0.43799999999999994,0.7170000000000001,0.868,0.0,0.14800000000000002,-3.073,0.04,100.005,4
Into the I-LAND,I-LAND Part.1 Signal Song,IU,2020-06-19,217322,3,0.139,0.521,0.9259999999999999,0.0,0.124,-3.719,0.13699999999999998,121.883,4
Bucket List,MUFFY,macguffin,2018-06-29,192337,1,0.0841,0.718,0.797,0.0,0.0878,-4.463,0.0495,112.006,4
The Moment My Heart (She is My Type♡ X KYUHYUN),The Moment My Heart (She is My Type♡ X KYUHYUN),KYUHYUN,2020-08-23,233040,2,0.616,0.41200000000000003,0.442,0.0,0.146,-5.852,0.0311,136.063,4
Downtown Baby,Downtown Baby,BLOO,2017-12-06,196533,3,0.349,0.55,0.618,0.0,0.109,-5.606,0.0654,177.887,4
cowboy in LA,mama's boy (deluxe),LANY,2021-02-05,213800,3,0.40700000000000003,0.624,0.39299999999999996,0.0,0.11800000000000001,-8.916,0.0333,177.963,4
Aloha,"HOSPITAL PLAYLIST (Original Television Soundtrack), Pt. 3",CHO JUNG SEOK,2020-03-27,244999,3,0.40399999999999997,0.6709999999999999,0.6,0.0,0.0912,-3.883,0.024,98.993,4
"Someday, The Boy",ITAEWON CLASS (Original Television Soundtrack) Pt. 6,Kim Feel,2020-02-15,287813,3,0.7509999999999999,0.297,0.314,0.0,0.107,-7.487,0.0315,131.34,4
Lonely Hearts Club - Stripped,CLOSURE (Stripped),Winona Oak,2020-01-01,169290,1,0.915,0.503,0.278,0.000519,0.11699999999999999,-8.325,0.0721,65.834,4
NUNU NANA,NUNA,Jessi,2020-07-30,195836,3,0.0198,0.743,0.6890000000000001,0.0,0.708,-2.846,0.0289,104.936,4
Give You My Heart,Crash Landing on You OST Part 11,IU,2020-02-15,280360,3,0.6829999999999999,0.344,0.43,0.0,0.0881,-5.502999999999999,0.0434,167.332,3
Dancing Cartoon,Filmlet,BOL4,2020-11-04,195080,2,0.0112,0.8240000000000001,0.789,0.00021899999999999998,0.0783,-2.585,0.0365,110.976,4
Day & Night,START-UP (Original Television Soundtrack) Pt. 2,Jung Seung Hwan,2020-10-18,260600,4,0.897,0.509,0.26899999999999996,0.00212,0.174,-8.765,0.0277,131.954,4
Painkiller,Free Time,Ruel,2019-09-13,213506,4,0.0875,0.6829999999999999,0.42,0.0,0.225,-6.51,0.0542,128.621,4
Lonesome Diary,START-UP (Original Television Soundtrack) Pt. 10,Sandeul,2020-11-14,238186,3,0.7390000000000001,0.515,0.265,0.0,0.149,-10.949000000000002,0.0385,139.064,4
ALIEN,ALIEN,LEE SUHYUN,2020-10-16,181853,4,0.0818,0.792,0.696,0.0018100000000000002,0.447,-4.87,0.0545,127.992,4
Your Shampoo Scent In The Flowers,"Be Melodramatic (Original Television Soundtrack), Pt. 3",Jang Beom June,2019-08-23,168492,2,0.321,0.672,0.774,0.0,0.12,-3.673,0.0278,100.00200000000001,4
Still Fighting It,ITAEWON CLASS (Original Television Soundtrack) Pt.1,Lee Chan Sol,2020-01-31,319640,3,0.231,0.35100000000000003,0.35,0.0,0.0654,-5.709,0.0367,130.065,4
Magic Girl - Origin,Because of You,Orange Caramel,2012-06-20,190595,1,0.14300000000000002,0.6809999999999999,0.968,4.69e-06,0.0402,-2.74,0.0695,136.035,4
AYA,TRAVEL,MAMAMOO,2020-11-03,211280,4,0.10099999999999999,0.634,0.858,8.56e-06,0.258,-2.226,0.0809,91.68799999999999,4
12:45 - Stripped,12:45 (Stripped),Etham,2018-10-26,179013,3,0.634,0.45899999999999996,0.214,0.0,0.125,-10.66,0.0403,163.816,4
DUMDi DUMDi,DUMDi DUMDi,(G)I-DLE,2020-08-03,210640,4,0.025,0.759,0.914,4.45e-06,0.076,-1.072,0.0592,123.04700000000001,4
Late Night,Late Night,Noel,2019-11-07,216026,1,0.672,0.475,0.45799999999999996,0.0,0.0814,-5.72,0.0444,67.347,4
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,5,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,4
"All Night Long (She is My Type♡ X Car, the garden)","All Night Long (She is My Type♡ X Car, the garden)","Car, the garden",2020-09-03,199746,1,0.39,0.644,0.529,0.0,0.086,-4.986000000000001,0.0236,95.037,4
TOMBOY,23,HYUKOH,2017-04-24,241692,2,0.0961,0.301,0.431,1.05e-05,0.114,-5.314,0.0299,148.2,4
cheap sunglasses,love + everything else,John K,2020-11-12,199169,3,0.239,0.8009999999999999,0.499,0.0,0.18899999999999997,-5.89,0.0346,99.01799999999999,4
High,CALM,5 Seconds of Summer,2020-03-27,178261,3,0.784,0.47,0.585,0.0,0.155,-3.051,0.0391,169.614,4
Do you want to walk with me? (Romance 101 X Jukjae),Do you want to walk with me? (Romance 101 X Jukjae),Jukjae,2020-10-23,226560,2,0.768,0.49200000000000005,0.4,0.0,0.098,-8.641,0.0366,66.883,4
METEOR,Boyhood,CHANGMO,2019-11-29,197096,2,0.316,0.728,0.642,0.0,0.0834,-4.989,0.0727,185.797,4
Happy Birthday Hayes,Happy Birthday Hayes,Birthday Songs,2018-11-22,64000,1,0.21899999999999997,0.818,0.828,0.0258,0.0938,-5.547000000000001,0.0398,120.079,4
Bad,Bad,Christopher,2018-04-13,190371,2,0.0664,0.7609999999999999,0.585,0.0,0.505,-7.252000000000001,0.1,96.09,4
So long,Hotel Del Luna OST Part.10,Paul Kim,2019-08-12,225005,2,0.809,0.449,0.292,0.0,0.16,-7.09,0.0321,131.119,4
why break up?,why break up?,Sin Ye Young,2019-11-20,247360,1,0.8079999999999999,0.5539999999999999,0.526,0.0,0.07400000000000001,-5.21,0.0394,129.845,4
Run away,TAKE,MINO,2020-10-30,145706,3,0.33899999999999997,0.8490000000000001,0.604,0.0,0.106,-6.465,0.127,112.005,4
Love poem,Love poem,IU,2019-11-01,258226,3,0.693,0.40299999999999997,0.478,0.0,0.10800000000000001,-5.185,0.0422,121.18,4
Happy Birthday,Happy Birthday,OVAN,2020-09-09,195600,1,0.73,0.644,0.7170000000000001,0.0,0.23800000000000002,-5.888,0.0708,87.96799999999999,4
seomyun,seomyun,SoonSoonHee,2020-05-05,200720,1,0.61,0.424,0.616,0.0,0.193,-4.2780000000000005,0.0329,135.535,4
Hangover,Hangover,Paul Kim,2020-10-27,224000,2,0.858,0.445,0.38299999999999995,0.0,0.107,-6.94,0.0413,120.682,4
Maria,María,Hwa Sa,2020-06-29,199026,5,0.23800000000000002,0.6579999999999999,0.7490000000000001,2.03e-06,0.272,-2.967,0.0634,128.909,4
Let Me Go (with TAEYEON),with HER,Crush,2020-10-20,211346,3,0.7709999999999999,0.615,0.322,0.0,0.12,-8.405,0.0311,83.90299999999999,4
Bon voyage,Bon Voyage,YooA,2020-09-07,219586,3,0.307,0.703,0.889,3.84e-05,0.11699999999999999,-3.537,0.0509,119.79299999999999,4
Spring Day,You Never Walk Alone,BTS,2017-02-13,274097,5,0.0063,0.539,0.846,1.68e-06,0.13,-3.1919999999999997,0.0354,106.992,4
Pretty Savage,THE ALBUM,BLACKPINK,2020-10-02,201122,5,0.00886,0.701,0.556,0.000122,0.106,-7.42,0.0414,152.045,4
HERO,HERO,Lim Young Woong,2020-11-04,216586,1,0.08,0.48200000000000004,0.83,0.0,0.256,-3.605,0.0544,127.97399999999999,3
